class_label,LHS,RHS
phishing,Gwnsw-00062S-9t,eserverz.d
phishing,0612200201.kBK21H5A016550,hyper.simplecom.ne
phishing,LRNVODEIGBHOUTRESJSEYYO,comcast.ne
phishing,RVERDQLGJZGT9KP4v00000879,server.ul-com.loca
phishing,FKAPASACJTEXQPVBKBHT,msn.co
phishing,061221101340.6FB82136D17,S80473.unwirepark.co
phishing,WPCSSFGVOZJEFQUQBCZJCH,earthlink.ne
phishing,PAAKRTLQBTIUXDPVYQTQR,comcast.ne
phishing,GxnvD-00035n-FS,server2.mandevco.co
phishing,0612240627750.SM01152,Use
phishing,ATRIXBtbuJX3XTmLc000002c8,beatri
phishing,061225100324.B589D131FE3B,mail.example.or
phishing,IL-SERVERy8VBDUfd000011e9,mail-server.LBR.co
phishing,0612261637570.SM02244,Use
phishing,MN2JZZJfwTXSRdZqo00000953,dam
phishing,MN2JZZJfwTXSRdZqo00000953,dam
phishing,061227192907.1B2BB6FA1A8,mail.example.or
phishing,GSERVER01XEnSxHnY000023a9,AMGServer01.amg.loca
phishing,0612282155.kBSLtUo2012145,nlpi015.sbcis.sbc.co
phishing,0612300138.kBU1cU5U025725,kingdom.in
phishing,061229144720.D551580EC5,kohgiken.co.j
phishing,MAILhAssGzeKkWGP6000012b3,ntmail.kunjang.ac.k
phishing,AKULIJAZYZEECMBMJKOPKVY,yahoo.co
phishing,0612292026875.SM01540,Use
phishing,IWOMTVRPFHKNKDUGZS,yahoo.co
phishing,OGUWBSSEDEZFVFQMLG,comcast.ne
phishing,0612312019.kBVKJ8Xh003551,webazart.azz.r
phishing,GWKYBEAPUTHWKRYKLWYKCE,yahoo.co
phishing,0701011850937.SM01292,Use
phishing,VRELAY2EUQwFuLH4F0000527b,mail.hopehospice.or
phishing,YKAUZPMARLZTMWJERNAQ,yahoo.co
phishing,070102235527.9B15F6FA1C1,mail.example.or
phishing,0701030246.l032kHB13711,spam.thegeekempire.ne
phishing,FSjn04x29xDbH8J0s000003ee,psfs.psdomain.ne
phishing,OYLFSOELPEQYASYHSOKWZL,charter.ne
phishing,070104112729.8F4F96FA1C1,mail.example.or
phishing,OFOOCBHIZMGBCNJXXDXUOJ,yahoo.co
phishing,070105090719.29038.qmail,pauillac.nexen.ne
phishing,070105090205.24085.qmail,pauillac.nexen.ne
phishing,070105223648.563DE6FA1A8,mail.example.or
phishing,070107082103.C386B6FA1A8,mail.example.or
phishing,623593.20020101000319,bsch.e
phishing,070108083710.23324.qmail,hopesjourney.or
phishing,070108104231.1AC28131FD0B,mail.example.or
phishing,001403002,cmsweb2.nch.co
phishing,MINETbarVRdss4cnI00000491,mail.southernfood.ne
phishing,3001c733d9$38217657$736464c0,soltan
phishing,0701091337.l09DbEG02389,hosting4u.co.k
phishing,0701091429.l09ETCVt004236,web.nscgb.co
phishing,0701091428375.SM01524,Use
phishing,0701091428375.SM01524,Use
phishing,0701091455671.SM01524,Use
phishing,070109194193.SM02220,Use
phishing,U-EXCHySjWrywNIRt00000ee6,shu-exch.Shu.loca
phishing,PLEyTzZ1XT9HdaUET000003d9,maple.fores
phishing,070110185114.32557131FDA4,mail.example.or
phishing,gnitary,yahoo.co
phishing,070111035446.SM00892,Use
phishing,68470949.143322.service,eBay.co
phishing,SVR01MUCiIpzoDtLv00000d38,FHSVR01.futurehorizons-autism.loca
phishing,0701120120546.SM01716,Use
phishing,ESVRZd0488AqAYrGM00000f36,mail.usequitymortgage.co
phishing,visible,yahoo.co
phishing,WXNUKMQRXJCBVXMLHTO,msn.co
phishing,FKINRPOSQKVCPCVDUG,msn.co
phishing,070113104044.BDAA3131FB39,mail.example.or
phishing,0701110324765.SM01080,Use
phishing,070115013227.03B6B134C06,S80473.unwirepark.co
phishing,070115075730.7114B131FDCC,mail.example.or
phishing,ter,yahoo.co
phishing,NDHHMIJLMPSPELOCPBD,verizon.ne
phishing,070115164425.40E3D6FA1A8,mail.example.or
phishing,FYKPVBUKFEPKEJORLAGNQCS,earthlink.ne
phishing,070116050912.5CF73131F758,mail.example.or
phishing,WMHTYCQFJYSVGKMDZOLQTP,verizon.ne
phishing,D24ABC.7BCD%user,example.co
phishing,STERCRAFT01fqWcH800003f6d,mastercraft01.Mastercraft.Loca
phishing,JSERVER8wcdZ06YO40000029b,mail.mnjtech.co
phishing,Y-EX2ZjGazDE7lk5E0000482a,Cgy-Ex2.Agatlabs.co
phishing,GW955002MVFhIhVx00000305b,HQGW955002.azimnt.americanaffordablehomes.co
phishing,070117042507.82BB1BB528,server63.ebyserver.d
phishing,TRIXSERVER0SYNIPu000001b8,citrixserve
phishing,070117143019.501476FA1C1,mail.example.or
phishing,db343376c2e1b2e3d4f8f74737529b,e3slt.co
phishing,3f93e71471749d0b53d17452f8de8d,e3slt.co
phishing,H7RYW-0006VU-8i,svr01.netskin.ne
phishing,0701181439.l0IEdlC9032565,server1.sprycat.co
phishing,GW955002GNuVZWGqj00003da2,HQGW955002.azimnt.americanaffordablehomes.co
phishing,070119012809.C754B6FA1C4,mail.example.or
phishing,ian,yahoo.co
phishing,070119073837.28E484113D0,p15166517.pureserver.inf
phishing,RVERgwiniMnmTZqTD00000c07,mail.beverlyfarm.or
phishing,070120010906.31004A8875,WebServer.loca
phishing,69304889.23738.qmail,eBay.co
phishing,070120013437.AA0E01580CE,harans.haracs.co.j
phishing,0701201116.l0KBG6RG012973,mail.kingbus.com.t
phishing,070120135454.65B3DB483E,iote03.uninterventoriasena.co
phishing,4D8B8D-6DEE-49C4-8684-9F04248D8832,gizmolabs.or
phishing,070120222627.A3D936FA1C7,mail.example.or
phishing,070118165194.SM00708,Use
phishing,KOSIBWKTVFNIDUDNNYG,verizon.ne
phishing,070121175758.86AD3131F8D4,mail.example.or
phishing,H8h7q-0007RS-1a,ns.waiphra.co
phishing,070121193850.440F26FA1A8,mail.example.or
phishing,H8kH2-0007X8-54,server1.exservers.co
phishing,OBAL-8B72CDD2yEXU00000697,global-8b72cdd
phishing,FXENJOPQOTXBJEGXMXFKWEI,msn.co
phishing,$wzk8$$x59p-c-r1,gr3.g.8nk
phishing,tionwide,yahoo.co
phishing,69466518.34213.qmail,eBay.co
phishing,070123051849.F273C131FADA,mail.example.or
phishing,070123045123.56445B3C380,localhos
phishing,RVERUKurw7OCvlwBx00000e14,serve
phishing,RVERUKurw7OCvlwBx00000e14,serve
phishing,070123130931.BF0F2BDFD85,localhos
phishing,070123215646.0259D9E1B7,apache4.bluevisp.n
phishing,070124023552.A918D6FA1C4,mail.example.or
phishing,070123211657.22611.qmail,mail.webxpress.hu.webxpress.h
phishing,070124053706.BC86ABDEA,apache2.bluevisp.n
phishing,H9awn-0007pz-V3,unix9.vizawebserver.co
phishing,070124104224.8142031136A,server5.kundenserver5hsgbr.d
phishing,H9o1B-0006LA-RB,unix9.vizawebserver.co
phishing,070124215420.ELEW12496.fep04.xtra.co.nz,gillmans.co.n
phishing,ALERpxgbWMgQ89vLU00000a39,diale
phishing,LCEHJHAQCWPKBPYRHAIOG,eBay.co
phishing,070125010445.DE0CD6FA1A8,mail.example.or
phishing,070124190142.24465.qmail,mail.webxpress.hu.webxpress.h
phishing,070125041315.A5877A831A,host.thaidoweb.co
phishing,070125103929.55C026FA1C1,mail.example.or
phishing,070125211510.58DA66FA1CA,mail.example.or
phishing,070125223047.AEF13113FE6,dd2032.kasserver.co
phishing,070125233914.9B6A51BF02,lujan.uninet.ed
phishing,RIYXGZLLH5OPIYMFD00000407,j-riyxgzllh5op
phishing,HAGqM-00056X-JZ,ebru.winwebhosting.co
phishing,HAK9k-0007t5-Vs,unix9.vizawebserver.co
phishing,DVGIZTCJXFORTEOCVON,msn.co
phishing,HAMEI-0002Qt-MV,unix9.vizawebserver.co
phishing,ZLTYQRFYMCWHDGJOMBAJQKR,eBay.co
phishing,009094596,sp.axd.co
phishing,GINQFVOEFVIUXUAWBGI,hotmail.co
phishing,0701261023718.SM00912,Use
phishing,erizon.ne,
phishing,RUDKTJEPBFLBKADNTYEYGB,msn.co
phishing,009160627,sp.axd.co
phishing,S-SBS8wAddX47sFoa00000e92,aisparagon.co
phishing,070127093408.C5FC66FA1C4,mail.example.or
phishing,070127051609.C30B4136B029,mail.dlf-spa.co
phishing,SEXCHANGEktkpgnkT00000e00,efsexchange.efs.domain.co
phishing,KBDZHZGQLLOUJOVNKAUSZPE,eBay.co
phishing,070127121443.20393.qmail,mail.webxpress.hu.webxpress.h
phishing,DLIZFBAHOQBEHUOCBSWWO,earthlink.ne
phishing,070128151941.C89096FA1A8,mail.example.or
phishing,070127115550.17677.qmail,mail.webxpress.hu.webxpress.h
phishing,070128140532.9B4B4157AD9F,mail.dlf-spa.co
phishing,070129020521.C44A16FA1A8,mail.example.or
phishing,MBLSAJUHJTLSUKDKPQU,msn.co
phishing,0701290727.l0T7RG4W032574,localhost.localdomai
phishing,SERVERIfu4FbATcFZ000016af,mail.ajlog.co
phishing,PDCr6wEDI2bLuUBZ5000000ba,commroof.co
phishing,0701291725.l0THPepo022711,nixzone.co
phishing,eb301574271934e674290f97872eab,www.priisa.inf
phishing,GIQZGMXFJXKUMXZQKTSOW,ebay.co
phishing,VDGQJNBFSIUEILKLHRNHAH,msn.co
phishing,070130192039.41C656FA1C1,mail.example.or
phishing,RVER2dk4RA59w1PAy0000068a,linsalata.co
phishing,RVER2dk4RA59w1PAy0000068a,linsalata.co
phishing,070130215417.9917E131FAF4,mail.example.or
phishing,070130220253.620CD6FA1C1,mail.example.or
phishing,HC43n-0003sw-Ff,server021.webpack.hosteurope.d
phishing,0701310215.l0V2FXc5011724,localhost.localdomai
phishing,070131142041.50F086FA1C7,mail.example.or
phishing,ZVBKTYLGXOYLWNQHEMRIYJ,comcast.ne
phishing,LLIAM-KT39JIYxEfh00000b9b,william-kt39ji
phishing,ILSERVERD5euwdUTa000013db,mail.arlenness.co
phishing,IGZPEMWTTILEEXHPVHMNSL,verizon.ne
phishing,YIWVNRYYDZYTBSQUKI,verizon.ne
phishing,BGENDFOTPUGCVUBICNMCLE,hotmail.co
phishing,DTECKabigPasSmz6U00000ab8,addtec
phishing,JCPTVYRYPSNBCIKPSKMB,yahoo.co
phishing,CDZAKBURGPYJLKIRFEK,eBay.co.u
phishing,0702021535.l12FZgKI015006,host101.host101-server.co
phishing,070202213439.F37E06FA1C1,mail.example.or
phishing,070203014047.108C46FA1A8,mail.example.or
phishing,070203063659.64ACB131FBD2,mail.example.or
phishing,070203100957.8BC6EE41F0,virtualhosts.ari.e
phishing,RVER1OCcUB5AyjgLj00000ad7,server1.tri-mar.ne
phishing,0702040252.l142q0BI002465,d565.asilefx.co
phishing,0702040456.l144uFIV029591,ns.jdesign-office.co
phishing,WSBPQYSCWOKBQTCVKUZG,comcast.ne
phishing,YNJXADADUNYYPYELHJN,earthlink.ne
phishing,INLHVbxZXAoirK6Ut000006b9,main.hutchenspr.co
phishing,070204144944.10FF16F3489,fileserve
phishing,0702041146843.SM00548,Use
phishing,RVER1X4D9JlyB3G49000003ec,server1.triplettwellman.co
phishing,XSFOXUKRZSUEXQTHLI,yahoo.co
phishing,EJDHZIBHTPWXKGIFOHZHQZO,charter.ne
phishing,UXNCIOAEZGSAIVSRUSZWEN,charter.ne
phishing,070205151442.43F64131FD42,mail.example.or
phishing,ol.co,
phishing,JDTZUJEIOLPXNKVTTP,gala.ne
phishing,NPVWIUYFVWNCEEXVBWWPTJA,yahoo.co
phishing,NEQPFQGCPAVAYZZISXUUPAZ,eBay.co
phishing,1001c74a43$9b5a7750$04e53b3c,s
phishing,MEEXJZgh3rJVDVldV000039c3,homeex.homevalu.co
phishing,2619217.20070206164216,53.co
phishing,070206153917.7F76B131FD2C,mail.example.or
phishing,070206182250.AC8036FA1C1,mail.example.or
phishing,ZJQUFRHMQSOHAEEBPJZ,ncua.go
phishing,070207015650.B9654131FC23,mail.example.or
phishing,0702060828142.SM02924,Use
phishing,SGF03kKkqTgtoBjfg000009bf,sbsgf03.gt-forex.loca
phishing,070207101544.5B1B56FA1C1,mail.example.or
phishing,R7mOuf0fLCBTQYIcV0000012f,b
phishing,6199751.20070207185343,53.co
phishing,MINSERVqSOc7wo95E00000843,AdminServ.mainoffice.ifa-advice.co
phishing,lzell,yahoo.co
phishing,070208201707.19748131FC33,mail.example.or
phishing,XEVXJHGNLTVFJMYTHGXBBTN,yahoo.co
phishing,HLOXFPOQQYDEWDPVKKII,yahoo.co
phishing,YOEHUPQELEAEITMXDEOWWX,ebay.co
phishing,CHANGE3b6uIU1Gj030000023d,exchange.braga.cachapuz.co
phishing,R-EXCHANGETN4McEv00000720,mail.hamiltonpark.co
phishing,41074116-92658201,lessrain.co
phishing,MEEXTWpRnzh0Cpg0R000006d8,homeex.homevalu.co
phishing,l-00$b$0dh8-i,vv3.9.9gq
phishing,0702100828.l1A8SNDs021701,mail.pump-filter.com.t
phishing,070209173806.CF42E361617,titan.rs-hosting.d
phishing,070209165441.4F9CACDF750,cedres.ne
phishing,070210155621.SUKZ1547.ibm57aec.bellsouth.net,Use
phishing,RVERBK1CRwFRftQqF000001a2,tidanusa.co
phishing,ELERMAIL98KtdhQYZ000000a3,keelermail.keeler.co
phishing,070210221951.C657B6FA1C1,mail.example.or
phishing,070211033552.A28816FA1A8,mail.example.or
phishing,070211054748.8752885A03,ct-works.co
phishing,0702110441265.SM02264,WINSERVER.ezonauto.co
phishing,-k8$8$zq-r41$wdq5h,drcska
phishing,LFBXQIQPRIOKDOZTSRCW,msn.co
phishing,DXWPUIALGBVQSPYKATDN,aol.co
phishing,MMERhzL1f6Ykwn9Wg000000fc,tedsconstruction.co
phishing,SNORXNHZUBMRCEGACWVLXV,aol.co
phishing,070212010518.51D4A131FD8A,mail.example.or
phishing,070212150757.DFEB9131FD87,mail.example.or
phishing,0702121809.l1CI9NoD024781,lechuck.sytes.ne
phishing,0702121901.l1CJ1e3I011699,localhost.localdomai
phishing,1SERVE-WPQWOA70ya0000355c,EV1SERVE-WPQWOA.eelectronics.co
phishing,86250.32XXT279542k,gurlmail.co
phishing,070212161814.8E7828803A8F,crownprepres
phishing,66OVFLXCH02jzpDr3000004c1,5566ovflxch02.gatorplanet.co
phishing,HGmOx-00005i-Np,burns.cs.uni-potsdam.d
phishing,070213000015.5EDFD25C7BA,iksadosgtc.l
phishing,O-SERVERSxt6ODV5i00001878,sampsons.co
phishing,070212153249.28879.qmail,ffmailsvr.ffjt.co
phishing,SSERVERLDp7mvjkO20000035d,800theface.co
phishing,070213104648.5CF6088CF383,crownprepres
phishing,0702130750262.SM00440,Use
phishing,HH1Wx-0008UY-6B,server.mh-zelus.co
phishing,IUJIRMYDRJJOTWWAXHV,charter.ne
phishing,070213223038.0F2F7131F8FA,mail.example.or
phishing,NOVOzscE8NpqhNPPz00000057,lenov
phishing,TSERVER1Q3OBaxSlj0000136f,tennesseewire.co
phishing,070214150546.632CE131FE1E,mail.example.or
phishing,070214152935.BA3C4131FE06,mail.example.or
phishing,ARD-MUQWXPTMLw8lO0000084e,guard-muqwxptm
phishing,HHQHH-0005u9-Pw,burns.cs.uni-potsdam.d
phishing,RVER2000ngL6wxvw000004cf6,server2000.struct-engr.co
phishing,XFCNLLGWUHMFCPOKFCVMHCZ,charter.ne
phishing,6m2l--lkf87y-8$0p$g$-$b0u-9,ei1ng.1vh
phishing,070215040831.31E1F1C2E1,lujan.uninet.ed
phishing,070215042806.912841B3E4D94621,visa.co
phishing,GZKXXPFCMIBLKRHHPZRY,aol.co
phishing,070215200143.D546D131FA89,mail.example.or
phishing,070216004936.001F76FA1A8,mail.example.or
phishing,070216131001.AA294131FB77,mail.example.or
phishing,070216174026.2D8C46FA1A8,mail.example.or
phishing,070213121320.29604.qmail,flexid1851.flexservers.co
phishing,070216175240.A90A16FA1C6,mail.example.or
phishing,070213131655.26178.qmail,mediart.trendcom.i
phishing,0702161317539.SM00936,Use
phishing,LCMLYOUWRKDKTEMWKZCWTFP,verizon.ne
phishing,0702171229325.SM02772,Use
phishing,070217235754.722A5131FA91,mail.example.or
phishing,0702161355788.SM01752,tes
phishing,g26uu4p8hbb,ph3.o96.gdy6
phishing,LL1OcFRl8IqADUgNS000024cd,bill
phishing,DCAHxNzFiPNl4iZWw00000401,MSDC.mshl.loca
phishing,31ie$60$227,kiw9ckr.jvx
phishing,MAIL01KxQ6kMQGZCU000084b7,jcmail01.jaggedcrossing.co
phishing,070219125115.C0EFE131FD65,mail.example.or
phishing,MAIL01GdOZofu45Xi00008675,jcmail01.jaggedcrossing.co
phishing,PLHCTIULQKVHOKINEATJJ,aol.co
phishing,ICXDEYCQROXCCCBGCSHSL,aol.co
phishing,0928728.20070219162449,gruposantander.e
phishing,813405.20070219094512,gruposantander.e
phishing,trak,yahoo.co
phishing,070219163040.9DBF0131FD47,mail.example.or
phishing,TSERVER7Qy7Pmgd3s000002cf,netserver.sgah.org.p
phishing,SCONSINlwmlZBv9ni000003cf,Wisconsin.FileImageServices.loca
phishing,RWHEQDSQDSDSMIMXPEXL,hotmail.co
phishing,VZWTUEHTJXSUKPOSQTZYUS,verizon.ne
phishing,ILHOSTQwSEFLibtNT00000486,mailhost.ethiprint.loca
phishing,JCETTELHBERAYQSCBY,charter.ne
phishing,JAYQDUHCNDHZBRAPRTW,aol.co
phishing,49117343.20060315105857,citibusinessonline.co
phishing,ZWPSPTKNJVORRDNOAQANCJA,verizon.ne
phishing,070220185256.SM02852,Use
phishing,c75590$c0f3e750$6c822ecf,ojdmre
phishing,070221120358.446AD6FA1C1,mail.example.or
phishing,ANTDEHBTLQQHZJANFSK,verizon.ne
phishing,MSERVERvGpG1g86uu00000d8a,grayhairmanagement.co
phishing,070221141349.9FA8C17BBB7,graphserv.co
phishing,618313.20070221232449,paypal.co
phishing,GRDEMO28kIN4MmXKC00000325,engrdemo.PAULWENSLEY.CO
phishing,RVER1r3SU0hXCRQcq0000019b,leestaffing.co
phishing,ERPNVTADNRUGBOOFIIBVRJ,comcast.ne
phishing,SERVERix1UsHipF1y00000443,mail.studiow.co
phishing,214365.20070222125426,53.co
phishing,0702230533.l1N5XQvt028067,piedmontlumber.co
phishing,1NOuRc6BqL7gBt7B7000003a8,dz1.utahwisp.co
phishing,ASIDC0KLpgTFur2iz00001c88,dgasidc0.csqrd.co
phishing,0702230929249.SM01228,Use
phishing,arc4-8Up27M-L2,cpanel.error
phishing,070224155020.78B151C2CF,lujan.uninet.ed
phishing,ILSERVER42NXHwGrR00000593,mailserver.mail.wanshih.co
phishing,070225110707.E19C16FA1A8,mail.example.or
phishing,LZXGKBSOQXVDKZBRVKIR,charter.ne
phishing,RREOEXCHANGEkEPF3000001db,rubisr.co
phishing,AkH4-c1GzF4-Kp,cpanel.error
phishing,PYQPTWHBLJMDJMTQPMMSAB,yahoo.co
phishing,659079.20070226032450,ebay.co
phishing,0702261401.l1QE1x607454,hawk.vispa.co
phishing,IMKFKIBJTVLKEIHPGHQWRE,charter.ne
phishing,BDTTUJBYMHSHMFGVPM,msn.co
phishing,070227000026.D0EAA131FAF8,mail.example.or
phishing,070227133752.88B08131FC7D,mail.example.or
phishing,070227135834.1D6F3131F932,mail.example.or
phishing,070227150002.99B49131FBE6,mail.example.or
phishing,6A.A7EB.93.805,dg.ne
phishing,070227190016.F30DF131FCCB,mail.example.or
phishing,070227222639.3CC94131FAD3,mail.example.or
phishing,AYAECSDZYWZOMDKIBPGPQ,msn.co
phishing,SERVER4XHPbXfsP9v000020f7,ecserver.eisenbergcompany.co
phishing,TURNZKY1d66HcASHM0000113b,saturn.hglit.co
phishing,070228102300.0CB40131FAC8,mail.example.or
phishing,070228112253.68869131FB0A,mail.example.or
phishing,NQBKXKIZWJXCHSZCENGIP,charter.ne
phishing,0703010350.l213osSi016187,smtp.bauhinialtd.com.h
phishing,070301054628.D3A47131FB57,mail.example.or
phishing,JBRUYWACTPKBQVLHPWTQ,comcast.ne
phishing,070301161046.862941BEA7,lujan.uninet.ed
phishing,0703011443347.SM01904,Use
phishing,TDFZLBPBGGYBOAZUBXN,charter.ne
phishing,070302090814.285756FA1A8,mail.example.or
phishing,QHAKHREBSLSMSTFRVCSSJ,yahoo.co
phishing,0703011654109.SM01380,Use
phishing,BEAEEUUJCLLNUZELSPCX,msn.co
phishing,NGUXOCGHIFCVLSFYNSHJ,earthlink.ne
phishing,070303005126.A74196FA1A8,mail.example.or
phishing,2000LVKi3s1wsXZZT00002047,ex2000.msik.com.c
phishing,NCADNUCARQJFZZHUTCKRIOF,charter.ne
phishing,070303025439.38C8D6FA1A8,mail.example.or
phishing,X-MAINTM4PGouiMbt00001c6f,PBX-MAIN
phishing,070305030222.2FD787B4625,cartridgetech.co
phishing,070305140855.DC87B6FA1C1,mail.example.or
phishing,EGMNMTMWOJJBYGRDSAPFUH,verizon.ne
phishing,0703051420531.SM00992,Use
phishing,AFE01Khf4HEousNfa00000485,miafe01.optimeme.co
phishing,WNOwBVPFvBbSu5vzx00000e6c,de.deco.loca
phishing,005152017,CW-US-MAIL-01.cyberwize.loca
phishing,S9T3TGJ2TUSzbAUfK000005c3,wedgewoodcabinetry.co
phishing,070306175828.C7C18131FBA1,mail.example.or
phishing,HOfcv-0005eO-KA,pass16.dizinc.co
phishing,HOfcv-0005eR-L8,pass16.dizinc.co
phishing,0703062033.l26KWxap094279,mx.tezaa.co
phishing,070307002630.3927.qmail,mail.webxpress.hu.webxpress.h
phishing,070307015416.F35BF6FA1C4,mail.example.or
phishing,070307005126.10991.qmail,mail.webxpress.hu.webxpress.h
phishing,070307012019.20317.qmail,mail.webxpress.hu.webxpress.h
phishing,070307020202.28442.qmail,mail.webxpress.hu.webxpress.h
phishing,070307173125.CEC47131FBE3,mail.example.or
phishing,WF-SBSAEWopcnvy3J0000aaf0,cvworkingfamilies.or
phishing,070308152305.C07709B1CBD4,crownprepres
phishing,MBGKGSVRQDKYXBLYYHO,yahoo.co
phishing,070309004113.C8AAD9B86DF8,crownprepres
phishing,070308155518.1673D70A9EC8,OgallalaKCNserver.loca
phishing,070309044807.9E5C46FA1A8,mail.example.or
phishing,070309103837.8DC7F6FA1A8,mail.example.or
phishing,CB5F33.6454712,shaw.c
phishing,RVERsqVAvYKccWo7Z00001a2c,server.vermillion.loca
phishing,JKWTFIJJDBIRYSWIRGZPTXQ,yahoo.co
phishing,LYMIHQPKPQYOWKWPUVO,yahoo.co
phishing,6027021.20070310123328,bbt.co
phishing,070311160247.B82F8C31F,server02.nethost.h
phishing,070311154507.7B9AF736205C,OgallalaKCNserver.loca
phishing,070311160247.AECEAC361,server02.nethost.h
phishing,070311212549.F34996FA1C1,mail.example.or
phishing,070311183941.442FB7379A25,OgallalaKCNserver.loca
phishing,HQgS2-000614-VF,ns3.hostinglmi.ne
phishing,HQgS3-00061G-2p,ns3.hostinglmi.ne
phishing,HQnUA-0008P1-TX,name1.bwbd.co.u
phishing,RVERPfTlHAUcgw8yT00000dcf,serve
phishing,IL2691LwT8rU7nMvU000182a2,mail2691.floridaoutdoor.co
phishing,CHIVAL-DC01IhTrBo0000006a,frontiernet.ne
phishing,0703132101161.SM01180,Use
phishing,VOTIKMVHRFJUSVGGPDGUCWU,hotmail.co
phishing,070314213723.582ED6FA1C1,mail.example.or
phishing,070315060946.A3486131FC06,mail.example.or
phishing,070315063522.B0FE3131FD97,mail.example.or
phishing,SERVERehYSoOZzHZl000004e2,mail.glwshows.ne
phishing,070315224735.AC891131FD58,mail.example.or
phishing,74040108.16562.qmail,paypal.co
phishing,070316034733.098FF131FA0F,mail.example.or
phishing,GANIZA-CPLWF1gOHp000006e9,organiza-cplwf
phishing,070316111005.D1D0C131FE4D,mail.example.or
phishing,GANIZA-CPLWF1r2Ae00000aaa,organiza-cplwf
phishing,ZLXEOEEONLISOVSCDAFL,earthlink.ne
phishing,1ECBD2C2C14516B94C5A28A9466955.MAI,bidme.co.n
phishing,30384585.13653,paypal.co
phishing,070318170439.8B4E56FA1A8,mail.example.or
phishing,RSNBSMGFNFHFEDIWMXFBNIU,e-mail.r
phishing,0703182234.l2IMYcB29319,spam.thegeekempire.ne
phishing,070318192619.6240A772435E,OgallalaKCNserver.loca
phishing,ZSOIFPTXALNNFFQKPGQZ,netvigator.co
phishing,-SERVER189QtpfTYS00000020,precision-computer.co
phishing,070319011344.059096FA1A8,mail.example.or
phishing,OBVKTJGHZKCKUQOVJUOFP,yahoo.co
phishing,070320100620.132676FA1C6,mail.example.or
phishing,RCURYSmLAztxc1o8y000001d3,MERCURY.xention.co
phishing,070321042828.5F9EF6FA1CA,mail.example.or
phishing,YNODISVQLBJZUQLPIEI,msn.co
phishing,SERVER6eDIBlgb8hM0000088a,NTSERVER.McNaughtons.loca
phishing,HUAi0-0005pK-00,pop06.mail.atl.earthlink.ne
phishing,RVEUR_FTy9CMdZpDs00000ad5,mail.eif.f
phishing,0608081103.k78B3fuj025083,paris
phishing,0703221544.l2MFiUau000785,websonicos.co
phishing,30384585.13653,paypal.co
phishing,ICVGLOAUEQTKXEDMKPD,comcast.ne
phishing,070322211537.E3CBD7B1BDC2,OgallalaKCNserver.loca
phishing,WFNRPQMHCFASIFWLEEQPF,charter.ne
phishing,JGXXJREIMICYNDGSXBHEABT,yahoo.co
phishing,DPUCNZSDVITJUQJAXAQKIS,verizon.ne
phishing,070323181000.145526FA1A8,mail.example.or
phishing,CBVJTAMUHUTQJDIIPXSSRZX,msn.co
phishing,30384585.13653,paypal.co
phishing,RIUSNT2Cl8aii08N800000355,SIRIUSNT2.sirius.co
phishing,0703240601.l2O61CB25782,spam.thegeekempire.ne
phishing,PFOXTQHRQDTZBOPIPYJRB,msn.co
phishing,74666556_882,holdusgroup0
phishing,0703240541445.SM01268,Use
phishing,GICLYNK016ybl5CdQ0000fead,magiclynk01.magiclyn
phishing,CBC01Tlm70rM3Tbhy00000144,clcbc01.CLCBC.LOCA
phishing,0703252014.l2PKEiB15384,spam.thegeekempire.ne
phishing,070325173022.E33916FA1C1,mail.example.or
phishing,070325184858.518A5131FB32,mail.example.or
phishing,070325205831.664797F379,dd13038.kasserver.co
phishing,SC-WEBPITG36LQiUB00002f08,nysc-web.chinesehighway.co
phishing,0703251345984.SM02228,Use
phishing,0703261400.l2QE05uw029293,mail.ganymede.com.p
phishing,070326205454.2517F6FA1A8,mail.example.or
phishing,CBC01gE1sLHE7Nm9y00000387,clcbc01.CLCBC.LOCA
phishing,0703270341.l2R3feB11839,spam.thegeekempire.ne
phishing,070327025337.519AE6FA1A8,mail.example.or
phishing,0703270603.l2R63TB14109,spam.thegeekempire.ne
phishing,0703270319.l2R3JoFo029344,svr1.ctwebhosts.ne
phishing,070327053533.8410A6FA1A8,mail.example.or
phishing,0703270845.l2R8jPB30015,spam.thegeekempire.ne
phishing,JFHIWKNGJVCDHCZWAM,msn.co
phishing,ODPPKMAPRIXLMLKCYHBA,comcast.ne
phishing,070326233741.9872.qmail,server1.sikworld.co
phishing,070327135841.10060.qmail,cecchile.c
phishing,RVER01iHY5FbEFYam000066e7,server01.EA.loca
phishing,070327213623.A27078438D,mkl-server.d
phishing,HWPpG-0002Ou-00,imagosplasticsurgery.co
phishing,070328033545.7F4C06FA1C1,mail.example.or
phishing,AYPPYBYPTQWHQWDTTXT,yahoo.co
phishing,HJJQYHUIMBQCEQQLND,charter.ne
phishing,070328115709.098A56FA1C1,mail.example.or
phishing,041869622,ms104.mail1.co
phishing,041869622,ms104.mail1.co
phishing,WVOZKFODFWYOHJVCNLMEN,yahoo.co
phishing,0703290940.l2T9d1VJ002022,securedchat.co
phishing,RVERkZvLQET7ffSsn00000191,server.DrummondRecruitment.loca
phishing,NNIFER-77LLOKmsQS000000b7,jennifer-77llo
phishing,0703292319656.SM01152,Use
phishing,RVERosJ3Ih7jtrSBy00000740,Server.BroadRealty.loca
